speed_limit,speed,licence_plate
130,123,W8T 0459
70,69,F3G 5537
60,57,P8S 0092
120,101,U0H 2218
120,103,O1Z 6117
140,124,W6T 7610
50,42,F3K 4303
90,72,V8C 5994
110,102,M4W 2386
90,70,X4E 0254
120,101,U8A 5392
50,47,O7W 0520
60,43,B6P 2250
90,74,M6A 7011
60,55,M0P 6206
100,97,U4P 6104
70,64,H5A 6902
60,48,S8U 2332
60,50,X8G 4712
40,37,T0L 9925
50,39,W1O 9770
50,35,O9K 4748
90,90,F2G 3767
70,67,P7E 3528
120,103,H9D 7037
60,41,I2A 1179
50,48,D4B 3063
40,28,J6D 0962
110,95,F1C 0490
40,36,Z4Z 7186
100,98,S4S 3562
60,55,B8E 1741
90,82,T6Z 7820
50,45,W8X 7283
150,133,Z5B 5127
110,90,S0A 2443
60,57,X8D 4163
40,26,R2E 2350
150,139,I9D 4354
80,80,S5U 4059
150,135,C6F 5409
130,121,K8O 9038
130,121,V7O 7367
60,54,W0E 7178
150,133,Z4A 3852
110,107,F2V 1015
150,140,B8C 7496
90,74,F6V 4835
140,125,R7A 1061
120,104,E8D 3719
120,116,D4E 4909
120,103,E7U 6088
60,41,G0F 0851
90,85,V2U 3443
100,91,M9W 0064
90,74,E3T 1879
90,75,D1I 5687
150,131,H9P 1989
110,97,M4F 5029
100,91,P5H 5073
110,109,Y7N 7150
130,111,N0Z 5880
120,119,L5O 4059
60,56,K5D 7098
50,50,M2B 9655
70,54,Q0X 5099
110,97,L0L 0647
70,60,S8K 9292
90,76,Q7A 9543
50,44,Q0D 6562
80,74,D9R 7387
150,138,B6X 7327
150,149,S3Y 0562
100,100,E2K 2452
50,50,U4G 9760
150,131,Q6M 4106
50,35,O0V 6038
40,37,U9N 6748
40,30,H7F 5513
50,49,W2F 3214
140,125,Z9Q 2727
50,40,K6I 9770
90,79,K6L 4891
150,139,K5J 3953
140,121,A6L 7071
140,139,I4V 0808
80,67,S6S 4951
150,142,P7R 8626
40,40,O3R 5076
50,40,N4U 2197
100,91,I3C 8207
60,57,D6I 4415
120,118,F3K 4277
60,40,T7D 8171
90,87,R1M 6369
140,127,Y7J 6258
100,95,S1I 8504
110,105,W8O 1661
120,102,E2E 1172
110,92,U1R 1329
120,100,F3O 0896
130,127,L8B 0040
60,44,L5A 2820
130,124,D9S 2755
90,79,F5M 6679
70,59,U8G 8615
110,92,V6Y 4756
90,78,D6K 2801
50,34,O5A 9820
150,142,C8Z 3589
140,136,Y3W 9446
110,102,B4X 3482
120,106,E6F 2937
140,126,R0F 6366
40,33,P9B 6103
80,74,D1B 3287
40,26,B0Y 4256
140,136,B1U 2322
40,25,V0J 7070
120,117,V2R 7212
50,44,U4M 8643
90,82,T7B 9710
130,122,E8L 3774
70,67,G8H 1836
50,47,D8X 9509
80,62,O9U 1567
150,141,J4V 2648
130,117,J5Q 3919
150,152,Y8Y 7953
100,92,A4R 3813
120,113,G6N 8908
80,78,N8B 8499
120,119,K6P 9460
40,33,V0N 5202
60,42,D2V 1224
70,52,A1S 2675
150,138,A4Q 2577
150,150,K9E 4288
60,42,L1F 2177
150,139,F0I 7482
90,79,Q5G 5333
40,38,G9H 7104
110,104,Y8X 9020
150,144,O3J 1354
60,54,L1U 9210
130,116,G1S 1816
150,150,O2U 6991
40,26,F7H 8345
130,117,N0K 5752
50,30,A5I 9829
40,37,D3T 0613
140,124,U5G 6203
60,51,V5I 3837
80,75,O5L 8756
50,37,M8N 9674
40,36,Y0S 7528
80,63,X4C 4009
100,97,N5Z 6570
80,67,T1P 0688
80,78,K6X 0089
140,124,D3K 0304
50,44,U9H 1368
90,88,X2O 0160
130,130,R5R 6009
70,61,M7B 6623
140,125,C3R 9168
120,115,C1S 4304
150,144,I9H 8353
120,110,P3D 8353
60,43,B9O 3571
100,97,R9H 2335
80,63,J4O 7897
70,62,H6K 5761
90,83,D9O 5295
120,103,W2D 6021
50,43,R5Z 3734
110,109,H4O 5341
60,58,T6Y 1041
130,125,V6Z 2709
60,48,O7Y 2077
70,66,U2C 1405
110,99,H6L 6917
80,74,G4X 3797
60,42,B9L 6194
110,101,V4D 5010
120,106,C4V 2665
70,60,M9R 0396
140,138,O4N 7740
100,85,I1O 2154
40,24,H2G 4450
140,126,X4L 5024
100,84,U2T 5841
120,105,W5I 1957
150,136,A9I 6784
150,135,C3C 5001
40,34,H6Q 9416
90,88,J4J 1486
130,119,V1M 6673
40,31,X2F 7220
60,59,Z2V 6524
60,42,H2H 6678
40,31,N9B 4259
150,150,R8K 8854
70,65,Q1Y 2857
40,39,P2G 7313
60,58,A2V 5122
120,104,Q2D 0753
50,43,F0M 7998
70,70,T5I 4836
150,147,I4Z 2154
40,28,I6V 7788
100,83,T7H 0518
50,46,G0T 9534
90,81,Y0X 8620
50,35,M6M 1799
70,58,T5D 6605
150,130,D5J 2217
80,68,F0O 0199
60,42,L5A 1421
60,59,G9B 1678
40,24,I6C 8538
120,110,F5J 7416
100,82,E4Q 5575
90,90,F2Q 2680
90,82,F2Z 5759
50,48,J5O 1029
60,47,K8Z 1992
70,55,H0Y 0397
80,65,F2J 2769
40,34,F5S 3713
80,68,A4F 3077
140,121,V9R 6846
70,66,U7B 2279
70,66,U8F 8361
100,95,O9C 0390
90,76,K3Q 7423
90,83,K0F 8919
40,29,B9H 4771
100,86,M5U 4377
60,42,D1E 5598
120,113,I0L 4709
150,132,N7H 3361
130,130,S2D 4941
110,106,P8D 5468
50,30,Q8E 8865
110,90,C6K 6007
130,124,K7O 3827
70,62,Y0A 2522
90,76,O9U 2900
50,31,D9G 9818
70,66,X7E 3770
120,116,B3H 3939
130,110,E5A 3726
50,31,X1A 4800
150,138,C8K 9021
50,49,T6U 1778
80,69,S1K 4150
100,95,N6U 5582
90,88,L8S 5660
70,58,Y0Y 6752
40,36,R5N 9421
70,63,J9T 5541
60,49,C6U 2598
130,126,D3Y 2969
100,86,S6T 0887
50,47,P5S 4699
140,131,G3W 0846
70,65,B4G 8746
40,26,I1K 6215
120,112,I0S 9994
110,109,Y0V 6784
100,85,F3V 6228
130,113,Z6I 3427
110,94,S6R 7981
80,73,V7L 7291
40,34,F9U 2705
150,132,G8H 7148
150,136,A1M 8024
140,130,V6D 6832
60,57,M3G 9437
110,100,K9B 7061
90,84,S8N 6137
70,55,O7D 3802
60,40,O7G 2922
40,24,C2N 8027
60,56,S2U 0282
120,114,I4Z 4082
120,112,O1Z 7117
110,108,Z5G 2671
80,71,P2M 4692
130,120,N5N 9122
80,74,K4S 9578
140,135,U8V 8158
50,34,V1Q 0470
80,70,O2D 1294
60,54,A4E 9472
40,24,W4J 5726
50,30,Y4M 6239
130,122,U8S 0273
120,114,Y4O 6420
40,32,A1L 6140
40,20,E3W 9119
80,67,R9C 2857
40,24,M7W 1533
150,144,A3Y 3305
40,30,G1E 8817
60,40,M5N 3751
40,39,T6Z 7565
130,130,X3F 2150
70,67,I6I 4183
40,20,N2W 7607
120,118,R3R 6500
40,27,U7L 7584
130,111,G1M 5697
50,35,W2R 4089
90,91,T2B 2498
140,121,R1X 4331
70,56,W2S 8072
50,49,S9R 6507
80,66,Z2I 7423
40,37,L8D 0049
90,72,P2K 4403
70,62,M1S 2176
40,24,C8E 1212
150,143,S5O 0500
100,84,L4E 2396
80,76,X9S 0914
50,35,J8Y 0178
50,39,D2E 9196
120,101,B4N 2984
70,52,B0E 6502
140,121,F8F 1473
80,65,E4N 2157
130,126,C5C 2285
40,39,C4C 6576
150,139,E8U 7665
70,58,R9S 9919
110,103,D8G 1280
100,86,H5L 6088
50,45,T8A 4330
130,123,Q4B 7941
100,92,X1Q 9972
120,106,O3I 6833
40,34,N5D 5796
110,96,H1O 1047
80,78,O7K 9692
80,80,F8S 3573
60,57,N9O 0588
140,136,A9Q 9851
150,149,V8T 3041
60,40,I1E 9475
100,86,S7S 3428
100,94,S5R 6469
60,53,O2O 3344
100,94,J3I 1967
120,106,W7E 5446
110,101,A6D 2935
130,126,Y1O 2841
60,49,I3K 7001
130,124,P8S 1166
50,49,S3T 3739
40,35,J0O 2511
100,88,B1Y 5590
120,117,E1Q 6593
130,118,G2W 2112
140,134,Z7F 3016
110,106,M9S 1771
60,53,I9U 7422
140,126,X4S 2393
130,114,Y0Y 8466
120,117,Y8G 8424
70,55,P6I 1074
140,128,S0G 2354
80,74,E9E 1941
140,136,E2A 4764
140,129,A4H 4877
90,85,G6K 2674
150,145,P0K 3260
150,135,V0Q 1418
130,115,G3X 5405
70,56,Z1I 0695
90,81,Q2W 7741
40,30,L4J 3848
120,107,A5B 2485
130,120,O1U 7149
120,113,O5R 5492
120,109,P5P 5188
140,137,D5A 9705
150,151,W7U 4792
90,82,A5W 1300
140,129,R1H 3414
110,99,S7S 3032
90,79,J1L 1972
120,115,G1J 8201
120,116,E7J 9546
120,109,O4L 9419
120,101,I2L 2112
100,92,K7B 9294
120,106,N2J 9542
50,48,Y0C 1037
130,123,E2S 2947
150,143,Y6G 4284
130,117,X4G 8045
80,76,Y2G 3085
40,29,T1B 9737
70,61,M4H 5648
60,59,Q2K 3769
90,90,W7Z 1720
90,86,B7T 5649
60,59,W5D 8759
150,134,K7N 1217
90,80,I9A 6261
120,101,R9A 1419
100,99,X8R 0627
140,132,I4Z 5061
100,98,V2V 8635
40,22,M0F 3679
40,35,E6K 7991
130,114,Y7D 8246
100,84,R7C 6520
60,50,Y9K 4702
60,42,P4Q 5012
120,106,X5T 4042
100,86,B6J 9155
70,65,G0K 8891
80,73,L5E 9858
120,118,T6Y 4463
140,139,G9K 7844
100,83,Y5Z 4011
110,101,S5A 9632
100,93,X1I 7798
120,120,Z3C 1573
100,94,I3H 0435
130,116,R9Q 2609
100,92,U6D 7750
120,100,K8V 3156
150,133,H0M 5731
100,98,S2Q 7352
150,144,F6Z 2773
40,32,Q8K 7613
110,96,F0X 4719
120,114,I7J 5570
120,106,R8B 9423
100,92,Q6Y 6019
50,44,Q5L 7383
40,31,L2Z 0281
130,110,U1V 8905
100,98,E9P 0556
130,111,P9R 0525
100,95,U9Z 6372
80,74,Y1C 8446
70,65,J4J 5555
50,50,D9I 5328
60,48,I0D 3685
50,48,M3C 3852
110,107,N3H 3204
40,26,H8T 3937
50,48,M9O 3590
80,67,L5K 9865
60,43,L4F 5024
70,52,K4A 3912
130,120,K7U 8003
100,84,B6U 5636
60,56,S6G 7721
140,124,Q7E 3902
70,52,N0X 1884
110,107,M9R 4216
110,91,U4D 6642
110,91,G3X 1272
110,94,H0P 3872
80,63,J9N 8907
130,129,S8X 4423
50,34,P7D 4558
130,130,T8D 5138
60,52,X6T 7967
40,33,Q8P 2617
100,80,L6D 8159
150,134,I6Q 1167
50,36,H9K 6806
50,35,D3U 7167
40,34,K0L 3292
120,113,I1I 3743
100,96,M9P 3302
110,105,K6T 6517
110,103,M9B 4537
110,109,A6B 7247
40,23,C6U 5255
110,101,L0N 5787
100,91,O8C 4500
130,112,N2R 5568
100,85,X1Q 7891
50,33,L6M 8089
110,108,V3B 3578
100,90,M4K 3686
100,88,L3V 7109
80,79,X3M 3165
80,64,E2F 8410
130,130,J1X 5969
130,124,M8O 3005
130,124,J9J 2007
110,108,Z8H 8109
130,121,S9F 8304
90,83,G6Y 2814
60,56,G1B 8228
50,42,R7I 0358
40,38,I4T 5032
90,90,Y7E 5560
70,60,F8J 2936
60,54,H1B 4657
90,83,I4L 1551
40,36,R7S 5017
150,138,R8W 9350
60,51,O7S 5234
110,110,H9H 6146
110,102,Y7K 0718
100,95,T2R 5380
40,26,H1O 0503
40,27,M8Y 1353
40,27,C4W 4510
50,35,F1I 3788
100,82,X3B 4448
50,36,A0P 2981
60,41,B3O 9511
40,21,G8N 9010
110,118,B3R 9559
90,70,D9H 6631
50,35,K5Q 1746
90,100,R6E 7992
90,87,W6L 6226
40,23,R0R 5491
60,58,B0Z 4286
60,47,Y7Q 9925
100,88,T8S 5457
150,135,M3X 7757
70,70,X3D 8282
110,109,Z9J 4993
70,62,G5D 2569
50,33,L8F 7135
140,131,W1P 4357
150,143,C6D 5274
40,30,D9E 4289
130,129,S5I 0097
100,90,P8E 1541
40,29,H4N 7777
50,42,Z3R 4959
110,106,A2A 0998
40,36,P8K 7317
120,105,K0N 7599
140,126,H9U 1673
130,114,T4B 9413
90,85,R4U 1822
150,136,E2H 4844
70,63,V9R 6411
140,121,J3I 5265
80,63,S8D 7196
90,83,O7S 7614
130,116,X9G 8651
50,37,J3U 4221
60,50,Y7Q 1723
60,40,V9X 8337
60,50,R7M 0586
110,109,X1H 8832
50,36,J8S 4315
110,108,V3Q 3164
110,102,B3W 0533
110,96,Y9A 5705
130,112,Q0V 8035
150,135,F9F 5152
40,35,C6N 8668
120,119,R3Z 7282
140,128,O8B 3397
80,60,U6J 6087
130,126,L5G 1772
120,102,W6P 7896
80,69,P3Q 7160
150,147,Y7Z 9041
150,149,P8E 0256
70,68,E9U 8142
110,110,Z3L 2368
80,71,M1H 3184
50,43,T7Y 6120
140,126,U3F 2655
50,44,Z0L 4816
70,58,V6Y 5019
90,90,I9N 9641
120,119,V7H 8419
110,100,Z8G 6061
70,61,X8W 1949
90,70,Q7G 7700
110,100,N1P 4973
50,41,X8E 9042
60,40,H4B 4451
130,116,S8A 5785
120,101,H1J 7766
70,55,R4L 7443
60,55,B3R 1808
100,94,B0V 8564
100,85,D0L 9545
110,102,I1E 0861
50,47,K5D 9059
90,70,D6L 1834
130,128,T6L 4140
130,125,S0L 1288
150,148,Z7K 6524
60,51,F3A 7494
100,93,I7E 5036
60,45,L4W 0481
150,141,S0L 0738
70,53,X0I 4141
140,124,M5R 9360
70,65,S3A 2677
130,124,W2F 6337
100,95,O8H 9473
70,70,V4R 3544
150,130,B0C 9774
140,120,H4W 8498
120,101,B6C 6250
50,42,U8H 7119
40,45,L0M 8007
80,67,E6B 6568
70,56,L6N 8871
150,146,T3H 7155
50,48,W2Y 5525
140,123,G4L 6646
110,96,U4T 9447
50,38,C3O 8811
140,134,W7Q 1140
120,109,I4R 0655
60,60,V5K 7478
90,80,E8D 8591
50,46,C1T 6392
100,80,N5I 7099
150,146,Q6S 6431
100,98,R9Y 5708
100,96,N2J 3706
80,77,F3O 6608
60,52,V9J 0161
120,119,Z9L 0962
40,20,Y7X 8668
70,62,X3R 5521
100,96,A5E 9046
110,99,R7N 2842
80,61,A9P 1284
110,93,Y4U 6033
70,61,N7M 8890
40,30,M5V 3981
100,96,V5I 1318
50,49,Q0C 4765
50,49,T6L 7107
80,75,I7Q 5112
120,105,W0M 1391
120,116,H2A 5646
40,38,L3K 7881
150,130,U0U 0807
150,133,L6D 7804
60,62,O1V 9281
50,30,I9F 3914
150,146,C7G 2549
140,120,X9J 9388
110,95,G5H 9851
60,58,A0T 7459
150,148,W7R 3291
90,89,V5F 3181
50,57,Q1H 9390
100,81,C5D 7668
120,114,U9F 7629
40,27,J7W 2503
40,25,J8C 7289
140,128,Y4H 7740
120,120,R6J 9788
60,49,N2I 9090
80,63,G7U 6938
110,100,U8O 4647
140,130,V4R 0516
110,102,K2H 6164
100,90,H6W 3935
140,133,D3L 6257
100,84,Y5P 4743
120,108,F9F 5459
40,37,L2T 4730
150,143,J8D 0096
60,54,K2X 7916
60,46,T8U 1059
140,122,K9J 6837
70,55,O1H 7482
110,93,V5M 5876
120,108,Q5V 8630
90,76,Q2V 5474
50,40,G5F 3357
70,56,J4S 7072
110,91,G7T 8438
50,48,U6U 4997
70,63,V5E 2573
110,93,G6T 1439
80,69,M7L 5161
70,52,G2K 7471
140,135,J6C 2305
40,35,L2R 8150
60,63,S0X 7606
120,100,X6O 4907
150,141,E6V 9736
140,121,A9Z 9912
100,97,B7W 1106
140,139,G5I 1248
100,81,Z5B 8552
80,67,Z2F 8535
80,79,L7Z 9258
70,69,Y5R 9356
70,55,Y3W 5950
70,70,C0V 8208
40,24,G9O 0465
50,34,X2J 0005
90,76,S1E 2660
110,110,Q2B 4705
60,57,K7G 1793
80,61,X3B 9595
50,48,H1Y 7263
120,103,K9S 1966
80,62,Y1W 0033
130,116,J9F 5965
60,45,J3L 2563
130,126,Y9N 7996
40,33,N3K 6355
140,137,G5J 3353
60,48,B9Z 3575
120,119,A4I 9288
130,118,U7J 2913
60,43,V9F 7747
70,54,R9R 5967
150,148,Z3C 1462
100,85,P1I 8443
50,42,X4R 1591
60,51,L1V 5645
140,125,Q9S 3945
110,97,R0H 8491
110,93,I2N 5300
60,54,G0I 1097
110,103,M8L 3527
90,82,Y7M 2459
50,47,T4X 1319
70,69,I1W 6511
140,136,F0G 8657
110,90,Y4P 4744
50,45,N7T 1178
50,44,P9A 7043
70,69,K4S 3342
110,105,Y4Y 1546
110,103,M7S 4703
140,135,W5P 6731
90,88,I4Y 2680
110,92,A6D 5458
110,106,E9M 1121
150,137,O5L 5979
150,149,F5Z 4337
90,86,I8E 4030
130,110,N5F 6867
110,108,C3H 2567
130,126,M1R 4589
150,132,Q7M 1549
90,80,S5Q 9052
40,30,L3C 7020
150,146,W3Q 1055
70,54,A8I 1592
110,90,G9N 3582
120,101,Z0P 2292
60,50,R9T 2200
60,52,T2R 2014
150,132,Q3N 0921
130,112,B0X 1831
130,123,X9V 8689
120,115,G7K 9217
140,126,U4S 4257
130,112,V5T 4343
50,44,M6L 0472
40,34,X2A 1213
100,80,Q8N 7303
60,59,L2A 4420
70,68,R6R 4053
140,136,J1X 3080
140,133,A9A 2864
150,131,M2V 2995
100,80,N6P 2212
80,77,D3Q 0842
60,42,B0I 8940
50,43,W8W 8819
90,73,B4D 4990
110,104,I6X 4162
140,127,B6K 4468
130,125,X2S 6015
130,110,U8B 9950
90,80,G0A 5455
150,146,Q9L 6461
60,48,H9J 6924
70,53,N4S 1525
70,55,A0D 4666
100,98,L3G 5019
60,46,T4M 8233
110,103,Z4Q 3244
70,58,L4K 6344
90,82,L6K 2418
110,107,C9Z 6935
150,146,I8O 5666
80,80,T4I 9334
120,111,Y8J 3758
110,94,F8Z 2450
150,135,U9E 2632
100,81,Q9C 0921
150,133,T9H 4534
70,67,Z9T 4890
50,44,O9I 8672
110,96,F3Z 1932
40,20,D7G 8973
140,123,H4Q 7609
110,93,W2N 5499
80,80,B9D 3770
80,72,S8L 4556
60,41,T4Z 5338
60,48,I4L 3942
110,101,O8Z 3851
130,124,Z3O 5539
40,32,H5T 4721
130,111,C6Y 0400
120,103,I0Q 6296
50,44,I8R 5317
110,100,U6I 9697
110,95,X8Z 7391
110,93,X6Q 0267
130,111,T1M 0518
40,31,M8Z 0339
40,21,U6C 6040
60,48,O2F 5140
110,110,R3D 2656
60,42,Y4U 6788
120,101,S5A 9861
60,48,T8F 1577
150,140,D2Q 1936
90,87,H5K 5644
60,42,Y7W 5836
70,59,O9N 2840
40,20,T1D 5757
130,117,M9E 9671
80,71,W3M 7382
150,139,X1W 9835
150,137,V2O 3848
90,78,K2B 2485
140,138,W5T 0186
120,103,C7A 6177
100,81,A2Q 5148
140,122,J6J 2548
130,126,A8I 3225
120,102,V4X 7694
140,131,G0Y 1248
80,64,R3X 6339
140,133,E7I 3761
140,138,J5J 9206
90,89,J6G 3395
70,67,T3O 0087
40,26,W8L 1359
110,106,X6S 0277
70,50,M4G 8692
150,130,I8L 9687
70,63,O2R 4828
110,108,L8R 2433
100,100,C2S 3732
60,41,B1V 2030
120,100,Q0W 2438
50,45,P5O 6590
120,119,Q8W 7229
140,121,R5J 7710
50,41,M5R 5225
140,131,Y5R 0104
150,131,B1T 8153
60,45,Z0L 8607
60,49,U3N 7151
120,113,C8E 8570
100,97,S0V 0052
130,126,W7Z 5219
70,68,Y9M 5441
70,60,J1U 2132
110,91,B0G 7606
130,123,X2Y 2910
140,123,X1E 9246
110,100,W7H 6029
60,48,B6W 7363
140,140,K3C 0900
140,122,O8L 6836
100,91,F9A 2464
70,59,V9A 9506
130,114,K8L 4560
140,127,C8Y 3966
40,30,Q5A 7271
120,113,G1X 1788
140,130,V4E 7216
110,96,O7Q 2808
90,87,C8K 3025
100,92,F0Z 5380
60,60,Q1J 5992
50,33,F6P 5416
40,39,D6S 7983
40,25,I7H 4693
100,84,S6R 1965
50,35,Z1I 5221
80,73,Z4K 0328
110,93,V6P 7571
60,43,H9O 7546
50,47,T1Z 4515
50,46,A1B 6092
50,49,W7L 0071
150,136,D7I 7113
110,110,U6F 1055
110,103,F7D 7352
90,81,M5T 1492
130,123,F7T 7847
100,97,P7R 3343
90,84,H3L 4565
80,77,J8C 2464
70,57,A3F 2876
120,112,K7Y 7642
100,89,Q8K 1910
140,122,R7D 1507
70,61,S5P 2676
50,46,Y5V 6256
60,55,L9Z 6457
70,65,Q9B 0657
100,81,F6L 5875
40,25,F7W 2195
150,136,W1R 2552
90,87,F1Y 4896
120,108,Y1M 1729
140,126,G5V 1068
40,26,Q1W 9591
130,126,Y1H 3016
130,129,J2L 5570
130,122,U2R 8041
120,112,S1R 2119
70,51,H0T 0487
130,122,N4B 3667
50,49,K1B 9034
120,109,G4O 8960
100,91,F3V 4667
140,122,P9A 1796
80,79,L9D 6641
110,109,Y0S 1158
140,133,Z2O 9436
50,35,U5O 6164
130,110,I1M 7908
70,65,T9L 1523
150,147,O1E 3941
110,99,H6G 5136
60,44,C2O 2225
150,146,E9P 7245
140,121,E7J 8912
150,143,Z0E 9224
150,145,X4H 8693
80,64,G7G 3809
40,24,D4Z 0495
110,90,X4K 0699
40,24,G9R 9029
40,28,J4E 2803
50,39,H1U 4292
60,43,T0Q 7362
70,64,X9V 4118
80,76,L5J 5736
70,55,Q0B 0694
90,79,B9D 5362
50,30,Q2K 3208
90,78,X8C 8846
90,87,S0A 0747
150,135,B4J 4930
50,33,W2R 9059
70,56,W1G 7930
60,57,E1F 6494
40,29,K3J 9439
110,91,H9E 3631
140,139,R6S 0615
60,55,W9J 6609
150,137,Q4V 1082
70,51,N3X 7441
130,123,L0E 6978
140,124,O7P 5624
130,121,W7F 5455
80,78,I8M 9902
150,148,R3K 1426
150,132,U1X 1463
80,67,I1N 3895
40,25,J6Y 1719
90,78,E6A 6678
80,77,M4C 0876
150,134,E4Z 2680
120,114,B9L 1430
120,102,U8V 6334
120,110,F8C 9859
130,113,N0M 9035
130,113,F0B 6613
50,48,V1X 2147
50,43,X9Q 4994
80,60,O2Y 8711
50,44,K8I 5311
100,83,W0W 4912
150,144,L7R 4937
110,105,F3H 0923
80,80,M3V 5454
70,51,F8W 4774
100,101,U3A 1795
70,62,P0U 2327
150,142,I2J 0901
50,34,H6X 5724
60,57,K6T 7771
110,91,C8S 7139
60,57,M8Y 7870
100,87,T4T 7261
120,106,T9A 5565
90,82,M2K 2459
50,37,N6Y 3207
140,130,R6Z 4393
60,47,J4X 4691
60,40,C9H 5353
120,100,D5R 2261
150,147,E9O 2839
80,65,A4T 6003
150,133,F3O 1940
100,81,B5I 7758
70,66,V2C 6914
110,103,C8K 5099
130,114,P0K 5697
120,105,N7I 0138
70,52,X6O 0793
90,78,V6Y 7845
70,68,O1O 7309
40,39,P6F 3515
110,95,U0F 7348
130,122,C8X 6599
100,90,L1D 0378
50,36,Q2C 5788
130,115,U6I 7567
60,48,O4G 0016
70,54,K2M 4898
40,37,H4O 2226
100,82,V1H 8095
100,96,S7Y 5559
80,66,E8Z 0956
100,82,Z1D 8699
100,80,R7M 3234
80,68,K8A 9966
130,115,A9K 2004
100,88,I8R 1135
40,27,R0F 8225
130,114,V7C 9283
70,68,X4O 1989
140,130,V9F 9891
150,136,Q5K 6595
140,125,M8J 5146
40,40,Y7Z 8073
110,94,A5Z 8628
150,147,Q9A 2702
70,66,N0P 1918
80,65,A4K 3176
100,82,S2A 5500
70,60,M2I 6773
70,53,C7V 3183
140,123,L2O 6003
120,101,Z2O 6609
50,31,Q1N 3932
120,113,J1Q 5383
40,22,V2Z 5373
50,43,I3L 5563
100,94,C4R 7137
140,123,P1P 3108
100,96,E2H 2732
150,149,E8L 2276
50,35,X9R 0192
120,101,Q5Y 0872
100,82,W9L 2232
40,34,C1V 1343
150,130,I6U 5666
130,112,P8J 5872
90,78,J1Z 9034
150,146,Z0F 5519
70,52,Z4P 2232
40,23,Q3D 0325
70,63,Y1O 1245
140,131,Y9U 6676
90,79,H6P 7381
40,35,T0U 3346
140,127,W5I 1705
100,99,S6T 0671
60,56,R1A 9499
100,96,P7J 7440
90,78,K1A 4693
80,64,S3J 1376
50,30,E7N 9225
150,131,M5B 6651
60,58,G7M 0089
90,90,Y1H 8140
120,108,H6Q 5216
150,148,X9V 4304
110,108,L5Y 4209
110,93,S8Z 8221
80,74,D8N 5880
100,89,U5E 3581
130,123,O4W 8013
150,147,L4K 4923
120,103,H3Y 2067
60,40,M5Z 1036
140,122,Z2P 3647
130,121,V8A 6230
40,30,V3S 0244
140,125,V5S 5256
130,117,G0Z 5858
40,30,D0I 4139
120,113,J4K 1794
100,89,C1D 5019
50,44,H8C 9087
90,70,W6C 5075
40,27,P6D 3065
70,51,L4Q 5412
140,126,D6S 6007
130,121,O1M 2743
80,75,W2A 8690
140,132,G8M 0376
150,131,E5Y 2934
90,85,H9H 7214
150,146,R3H 2195
120,127,S2E 9662
150,146,K2A 4783
150,139,F6H 6224
140,138,U1O 5649
70,67,D4I 4260
80,60,A1C 9952
90,88,D3K 2333
140,132,A9T 0239
150,145,J9D 0896
40,29,W8I 1351
150,147,O9V 2572
70,58,G0A 4834
150,143,H9W 0521
150,149,P2L 3110
150,143,G4I 3815
90,76,G2A 8893
140,137,Z4P 0851
110,92,D1I 3154
50,46,R9R 4009
130,113,V5Q 4923
60,47,N4N 4780
50,34,A0W 2392
90,76,M7U 3208
140,138,P0K 3177
90,86,O8Y 5396
40,40,P8A 8024
70,52,S6Z 1653
110,95,X2Y 0697
100,81,W3F 1170
130,122,G4E 1982
110,93,P6C 2036
100,93,P6J 6963
140,124,V5K 3377
110,93,R4A 4597
100,99,G9H 3283
50,30,H8Z 4209
40,28,O2U 7886
140,134,X7E 6525
90,72,Y6Z 5624
60,48,K2X 2081
80,80,R0V 6354
80,78,Z6N 3435
70,52,V1S 4614
50,43,G4M 3295
40,29,V6V 5094
50,30,E2A 2087
140,134,O0O 4624
120,106,O4L 2773
70,60,X7A 1573
120,112,N7F 4422
140,129,J8H 8135
130,129,C9M 3258
40,23,X9H 4041
120,115,U1X 0971
70,62,E5K 6578
40,28,I8R 6643
40,20,T1U 6797
50,32,H4Z 5495
100,82,P2W 7859
70,52,O3E 5707
80,66,W6V 1135
80,67,C8B 3678
110,100,T1W 8014
60,47,I7O 9426
60,43,X7Q 4983
140,126,K5Q 6446
130,119,Q2X 5347
140,140,W7J 4846
120,112,M2S 6900
40,31,K8D 0489
110,102,F5D 1690
140,133,E9V 8102
100,94,I5A 0179
140,129,Y6O 6322
120,103,T5I 4728
140,138,H0R 9381
50,47,I3X 1404
110,93,A7A 5895
80,72,U7G 1067
100,85,S5N 5626
70,63,S6D 8865
40,24,A3M 5670
60,45,J5L 4576
50,50,N7O 2945
60,47,V7Y 9963
70,59,M3K 4232
140,124,Y9R 0021
100,87,I0Y 2762
130,111,S0B 7999
60,47,M5X 4031
80,73,Z7U 5517
50,50,K2N 5996
50,49,W3X 0981
80,73,A4X 0395
60,49,W1G 5804
60,47,F9F 4206
70,70,Y4L 7223
80,62,P6T 3592
80,76,F0I 4745
40,27,N5I 0206
60,44,B4E 9040
110,92,R0G 5379
40,37,M0I 0361
150,140,F8Y 8335
90,78,E0P 3756
60,44,D3U 9215
130,114,Z8B 9148
100,98,M7B 1651
60,42,A5W 3030
120,103,Z9W 9633
90,86,L4Y 0765
60,48,P0C 0798
70,62,P4O 9848
80,67,E4W 1372
110,106,C6Q 3437
40,31,W3D 8462
130,126,G2D 9168
50,47,T3M 9019
40,34,R1S 4296
40,37,O0V 7728
80,65,V3R 7898
70,51,A1Y 7260
